user_id,amount,merchant_type,transaction_date
962,170.42,Transport,2024-12-04
14,249.68,Utilities,2025-08-04
689,28.08,Utilities,2024-10-29
536,165.32,Groceries,2025-03-21
123,37.56,Utilities,2024-12-06
712,148.46,Groceries,2025-03-15
760,231.47,Transport,2025-05-13
67,92.2,Transport,2024-12-02
347,51.67,Healthcare,2025-02-14
414,32.45,Healthcare,2024-08-09
435,181.85,Restaurants,2024-09-20
784,178.95,Shopping,2025-02-19
608,69.7,Healthcare,2025-06-15
821,161.67,Utilities,2025-06-23
365,120,Shopping,2024-08-28
973,102.3,Utilities,2024-11-20
524,71.16,Healthcare,2024-10-09
466,28.79,Restaurants,2025-06-24
502,125.32,Entertainment,2024-10-25
966,35.38,Groceries,2024-10-24
756,15.11,Groceries,2024-08-19
511,170.17,Transport,2024-08-22
392,151.94,Restaurants,2025-05-13
157,77.08,Shopping,2024-08-30
99,190.52,Entertainment,2024-10-11
770,130.95,Utilities,2024-10-13
812,117.57,Restaurants,2025-02-20
678,125.48,Shopping,2024-10-02
268,136.52,Healthcare,2025-03-30
881,136.05,Groceries,2024-11-23
976,191.46,Utilities,2025-05-12
902,228.9,Utilities,2025-01-07
461,80.01,Utilities,2024-09-10
454,115.99,Groceries,2024-11-21
182,140.05,Healthcare,2024-08-15
799,77.16,Entertainment,2025-03-21
169,123.89,Transport,2024-12-10
320,179.5,Utilities,2025-01-26
783,29.13,Entertainment,2025-05-15
503,165.7,Entertainment,2024-08-27
553,143.91,Utilities,2025-06-14
576,213.88,Shopping,2024-12-04
58,99.06,Utilities,2024-10-11
606,242.78,Shopping,2025-07-08
693,89.49,Restaurants,2025-07-20
329,17.23,Shopping,2025-01-16
47,33.79,Restaurants,2025-03-09
358,202.77,Shopping,2025-06-17
28,191.77,Entertainment,2025-01-12
350,96.38,Utilities,2025-02-20
354,248,Utilities,2024-11-10
360,16,Transport,2025-02-21
254,60.19,Restaurants,2024-10-05
607,23.07,Entertainment,2024-12-01
68,217.5,Groceries,2025-03-09
346,44.11,Shopping,2025-07-26
334,11.27,Entertainment,2025-05-28
885,106.77,Shopping,2025-07-21
924,106.45,Groceries,2025-03-20
713,118.49,Groceries,2025-06-29
325,95.68,Utilities,2024-09-18
331,143.99,Healthcare,2025-07-26
501,26.81,Entertainment,2025-02-07
211,85.32,Shopping,2025-05-31
831,191.7,Restaurants,2024-08-13
171,154.48,Restaurants,2024-09-29
993,110.13,Utilities,2024-09-24
651,212.14,Healthcare,2025-02-16
78,210.41,Shopping,2025-07-12
220,73.26,Groceries,2025-06-16
305,249.06,Utilities,2024-09-17
824,58.02,Entertainment,2024-08-23
981,24.81,Healthcare,2025-06-06
593,25.49,Restaurants,2025-07-20
280,18.68,Healthcare,2025-06-23
544,119.87,Transport,2025-03-12
356,199.32,Entertainment,2024-12-07
844,76.86,Healthcare,2025-05-05
308,109.36,Shopping,2025-02-18
321,51.62,Utilities,2025-04-10
258,156.99,Utilities,2024-10-12
688,191.33,Transport,2025-06-19
903,6.61,Entertainment,2025-04-07
529,215.95,Shopping,2025-07-20
512,54.81,Healthcare,2025-02-17
761,234.65,Restaurants,2025-06-20
960,160.21,Healthcare,2025-03-09
630,213.49,Utilities,2025-04-07
958,142.4,Entertainment,2024-09-13
62,131.52,Restaurants,2024-08-30
474,38.64,Transport,2025-06-26
765,171.96,Restaurants,2025-05-16
865,109.98,Restaurants,2024-11-30
881,207.89,Groceries,2025-02-03
650,52.48,Utilities,2025-05-16
274,206.28,Entertainment,2024-08-18
165,65.6,Shopping,2025-01-17
242,102.65,Groceries,2025-04-23
154,49.6,Transport,2025-02-07
817,207.15,Utilities,2025-05-13
498,140.84,Utilities,2025-05-03
433,162.44,Groceries,2024-10-09
207,41.52,Transport,2025-08-02
30,66.08,Healthcare,2024-12-18
285,165.35,Transport,2025-06-27
660,213.43,Entertainment,2024-12-03
498,195.99,Groceries,2025-04-27
881,224.33,Restaurants,2025-05-19
617,75.9,Groceries,2025-05-14
923,238.86,Restaurants,2025-04-07
688,165.04,Groceries,2024-08-15
407,235.9,Entertainment,2024-11-29
863,36.86,Groceries,2025-03-01
585,184.15,Groceries,2025-08-01
535,166.73,Shopping,2024-09-17
973,194.23,Shopping,2024-12-26
258,125.12,Groceries,2025-07-16
244,150.76,Healthcare,2025-06-03
827,79.73,Healthcare,2024-10-18
599,184.83,Healthcare,2025-03-30
767,186.5,Utilities,2025-01-26
224,37.78,Transport,2024-08-29
220,242.54,Utilities,2025-07-17
419,65.07,Shopping,2025-01-13
58,123.61,Restaurants,2025-02-08
717,237.28,Restaurants,2024-10-31
559,107.1,Entertainment,2024-12-06
253,240.9,Healthcare,2025-02-25
960,37.94,Utilities,2025-07-29
733,93.2,Restaurants,2024-10-20
22,162.06,Shopping,2024-12-27
36,210.69,Entertainment,2025-05-12
819,235.33,Entertainment,2024-12-07
940,197.62,Transport,2024-09-10
260,139.08,Restaurants,2024-11-20
655,239.7,Restaurants,2025-01-19
925,203.44,Groceries,2025-07-31
548,217,Healthcare,2025-04-13
454,98.34,Utilities,2024-08-29
950,244.54,Restaurants,2024-09-01
309,24.38,Healthcare,2025-04-22
775,60.39,Transport,2025-01-20
881,222.78,Utilities,2025-03-07
647,80.66,Healthcare,2025-01-12
786,161.82,Healthcare,2024-08-21
35,69.96,Groceries,2024-12-03
843,195.31,Utilities,2025-02-25
483,184.76,Healthcare,2025-06-19
341,179.91,Healthcare,2024-09-15
103,206.45,Entertainment,2024-12-22
268,127.57,Restaurants,2024-11-13
431,151.32,Healthcare,2024-09-14
561,184.97,Utilities,2025-03-25
712,8.78,Groceries,2025-03-14
657,161.11,Entertainment,2025-03-24
455,198.17,Transport,2025-01-12
4,101.36,Entertainment,2024-12-30
313,79.8,Groceries,2025-07-05
114,41.14,Shopping,2025-01-04
731,242.48,Healthcare,2025-06-14
665,191.26,Healthcare,2025-03-22
609,172.07,Healthcare,2025-06-02
962,81.21,Utilities,2025-01-24
895,184.32,Restaurants,2025-05-23
178,172.49,Healthcare,2025-06-10
336,200.28,Transport,2025-03-27
87,104.8,Transport,2025-03-29
403,219.34,Healthcare,2025-02-01
906,143.46,Groceries,2024-12-16
971,7.7,Shopping,2025-01-12
663,153.78,Transport,2025-07-01
929,24.07,Utilities,2025-01-12
204,66.92,Healthcare,2025-06-24
173,14.35,Shopping,2024-09-22
440,150.9,Transport,2025-05-27
92,239.59,Transport,2025-03-15
970,142.68,Groceries,2025-01-22
736,132.41,Healthcare,2024-10-11
943,232.21,Healthcare,2025-01-30
690,124.55,Transport,2025-04-18
731,52.38,Healthcare,2024-11-21
833,195.97,Restaurants,2025-03-03
765,124.55,Transport,2024-11-08
442,214.37,Shopping,2024-08-07
221,248.81,Restaurants,2024-11-11
745,169.94,Utilities,2025-05-06
185,103.31,Transport,2025-01-31
30,73.97,Restaurants,2024-11-11
242,155.18,Transport,2024-09-27
379,146.56,Entertainment,2024-08-10
470,23.26,Utilities,2025-03-04
137,218.12,Entertainment,2025-04-10
408,172.34,Entertainment,2024-12-13
393,177.7,Entertainment,2025-03-31
612,65.54,Groceries,2025-07-15
571,16.57,Restaurants,2025-05-31
954,60.24,Restaurants,2024-10-07
621,234.95,Healthcare,2025-02-06
613,177.97,Healthcare,2024-09-29
47,3.33,Shopping,2024-11-12
635,96.47,Utilities,2025-01-31
688,93.98,Shopping,2024-09-28
43,145.96,Restaurants,2025-01-30
174,126.93,Restaurants,2024-09-01
899,118.09,Groceries,2024-09-03
325,178.14,Utilities,2024-11-21
146,66.58,Restaurants,2024-12-11
46,244.67,Utilities,2024-09-18
893,243.4,Restaurants,2025-02-26
766,91.43,Utilities,2025-03-28
290,225.89,Restaurants,2025-07-21
628,207.74,Restaurants,2025-03-19
530,79.63,Transport,2025-03-18
324,184.74,Utilities,2024-08-31
783,237.61,Shopping,2024-10-30
874,230.87,Entertainment,2025-03-15
818,111.12,Transport,2024-09-17
153,15.53,Transport,2024-09-17
37,118.62,Transport,2025-05-10
723,117.85,Groceries,2024-10-30
917,231.95,Groceries,2024-10-06
453,90.42,Entertainment,2025-05-05
575,122.33,Utilities,2025-03-21
116,211.77,Healthcare,2024-12-26
152,32.67,Groceries,2024-10-24
209,217.31,Transport,2024-12-14
855,43.74,Shopping,2025-03-18
843,69.65,Entertainment,2024-11-27
600,54.67,Groceries,2024-09-26
539,192.18,Transport,2025-02-08
427,230.26,Transport,2025-01-01
787,125.53,Groceries,2025-04-09
909,83.51,Restaurants,2024-09-08
698,245.37,Groceries,2025-07-21
404,94.64,Groceries,2025-05-23
858,82.24,Groceries,2025-07-06
84,116.14,Entertainment,2024-11-19
676,121,Entertainment,2025-06-03
979,68.79,Entertainment,2024-08-10
6,83.7,Groceries,2025-05-06
672,156.35,Utilities,2025-08-02
333,236.96,Entertainment,2025-06-13
929,239.44,Shopping,2024-10-11
133,54.42,Groceries,2025-05-29
821,161.62,Restaurants,2024-12-16
818,15.77,Groceries,2024-11-19
561,238.07,Utilities,2024-09-28
95,100.92,Transport,2025-05-12
246,241.33,Healthcare,2024-09-02
409,24.12,Healthcare,2025-05-13
214,42.41,Healthcare,2025-08-04
413,72.66,Healthcare,2024-10-04
978,164.21,Groceries,2025-02-18
306,123.73,Utilities,2024-10-30
754,201.98,Restaurants,2024-12-04
926,171.87,Transport,2024-09-10
368,167.05,Healthcare,2024-11-13
377,129.14,Utilities,2025-07-06
457,221.58,Utilities,2025-05-16
275,141.64,Utilities,2025-05-01
93,189.61,Healthcare,2024-08-24
378,154.24,Utilities,2025-04-27
646,107.65,Groceries,2024-08-29
526,86.75,Utilities,2025-02-24
693,57.61,Entertainment,2025-02-07
731,40.46,Utilities,2025-06-18
540,158.13,Shopping,2025-04-19
86,74.09,Utilities,2024-08-24
82,226.99,Utilities,2024-11-29
308,38.85,Transport,2024-08-22
701,225.92,Healthcare,2024-12-27
255,131.73,Restaurants,2024-11-17
583,13.84,Groceries,2025-05-11
940,13.18,Groceries,2024-12-09
523,107.38,Groceries,2024-08-15
476,165.89,Shopping,2024-10-09
833,64.84,Restaurants,2025-08-02
600,22.28,Shopping,2025-07-27
17,30.26,Entertainment,2025-04-16
474,46.53,Transport,2025-04-13
864,99.45,Groceries,2025-05-30
427,219.44,Restaurants,2024-12-08
322,147.63,Utilities,2024-10-02
776,168.22,Shopping,2025-04-12
828,67.74,Healthcare,2025-07-15
830,48.42,Transport,2025-05-23
81,187.26,Shopping,2025-06-26
266,218.16,Groceries,2024-11-09
445,134.53,Groceries,2025-01-19
405,30.94,Transport,2025-04-20
672,120.33,Entertainment,2024-11-11
415,217.46,Entertainment,2024-10-19
617,182.03,Restaurants,2025-06-01
634,203.66,Shopping,2025-05-01
370,173.28,Entertainment,2024-11-06
692,99.96,Restaurants,2025-04-08
90,33.02,Groceries,2024-08-24
196,29.75,Groceries,2025-01-14
713,242.69,Healthcare,2025-05-16
28,53.89,Entertainment,2025-02-06
149,163.14,Utilities,2025-05-14
863,157.26,Healthcare,2025-01-13
552,49.35,Restaurants,2024-09-23
789,116.93,Utilities,2024-08-25
433,7.41,Transport,2025-07-24
925,39.8,Entertainment,2024-09-15
456,241.04,Utilities,2024-09-13
21,215.23,Shopping,2025-05-24
249,51.93,Shopping,2024-09-30
850,208.79,Groceries,2024-08-23
342,3.95,Entertainment,2025-03-27
868,178.85,Utilities,2025-07-21
869,124.93,Shopping,2025-05-14
611,183.31,Restaurants,2024-08-17
38,122.9,Utilities,2024-12-06
526,148.58,Shopping,2025-03-25
958,170.31,Healthcare,2025-02-06
889,123,Entertainment,2024-12-29
63,133.02,Utilities,2025-03-21
591,80.33,Groceries,2025-06-13
275,223.43,Utilities,2025-04-08
911,119.39,Utilities,2025-06-09
638,234.86,Restaurants,2024-08-25
460,174.98,Groceries,2024-11-24
166,73.43,Transport,2025-02-19
481,87.27,Transport,2024-10-04
520,56.49,Entertainment,2024-12-27
348,230.59,Healthcare,2025-04-10
863,179.37,Utilities,2025-04-23
135,221.03,Entertainment,2025-02-16
729,98.81,Utilities,2024-08-31
854,235.42,Entertainment,2025-06-08
753,91.34,Utilities,2025-05-25
819,242.79,Transport,2024-09-12
637,53.39,Entertainment,2025-02-08
768,23.38,Utilities,2025-03-31
133,44.98,Transport,2025-07-21
621,124.06,Healthcare,2024-12-06
426,235.88,Utilities,2024-10-05
311,60.21,Shopping,2025-02-24
49,249.82,Restaurants,2025-02-16
903,66.68,Entertainment,2025-03-02
163,45.33,Healthcare,2025-02-11
916,126.86,Healthcare,2025-02-05
66,85.76,Groceries,2024-09-02
633,58.22,Shopping,2025-05-22
230,122.62,Restaurants,2025-04-03
804,90.1,Groceries,2025-08-04
789,219.67,Restaurants,2024-08-16
918,39.49,Entertainment,2024-08-08
895,129.82,Entertainment,2025-06-13
107,177.19,Utilities,2025-06-09
819,115.37,Healthcare,2024-08-13
774,29.51,Groceries,2024-09-12
801,153.42,Healthcare,2024-08-14
879,236.95,Healthcare,2024-10-14
576,12.41,Groceries,2024-11-08
172,158.22,Healthcare,2025-07-03
211,227.92,Transport,2025-04-27
746,74.45,Utilities,2025-02-16
781,127.46,Entertainment,2024-11-03
892,26.62,Entertainment,2024-09-05
373,84.98,Transport,2025-01-15
126,212.45,Utilities,2025-01-21
993,105.11,Healthcare,2025-06-25
7,62.84,Healthcare,2024-09-30
486,86.65,Shopping,2025-04-23
176,23.14,Restaurants,2025-07-10
733,189.2,Restaurants,2024-09-23
645,166.92,Transport,2024-09-08
772,188.87,Utilities,2025-07-11
807,58.59,Healthcare,2025-06-24
440,104.53,Utilities,2025-03-20
920,115.77,Healthcare,2025-07-30
529,199.06,Restaurants,2024-09-11
967,9.38,Transport,2024-11-24
789,4.47,Healthcare,2025-06-19
530,236.02,Groceries,2024-10-31
347,80.07,Healthcare,2025-06-28
169,109.65,Utilities,2024-09-01
778,11.2,Entertainment,2024-11-17
155,225.82,Groceries,2025-03-15
647,245.05,Healthcare,2025-05-08
677,219.2,Restaurants,2024-08-22
430,101.7,Entertainment,2024-11-05
718,139.3,Restaurants,2025-07-23
739,186.19,Restaurants,2025-04-21
9,207.1,Shopping,2024-08-16
626,230.27,Entertainment,2025-07-06
414,112.65,Transport,2025-04-09
909,137.02,Healthcare,2024-09-23
634,163.71,Entertainment,2024-12-14
354,222.14,Healthcare,2025-07-02
665,102.32,Transport,2025-02-11
903,76.78,Groceries,2025-05-20
551,84.95,Entertainment,2025-01-17
737,185.53,Transport,2024-11-19
533,248,Restaurants,2025-07-18
219,25.02,Shopping,2025-01-28
320,131.29,Healthcare,2025-04-25
651,41.69,Groceries,2024-09-27
912,199.56,Shopping,2024-11-23
265,61.85,Healthcare,2024-09-30
312,182.17,Shopping,2025-06-21
114,183.53,Healthcare,2025-05-13
382,66.42,Shopping,2025-02-27
363,32.71,Healthcare,2025-06-26
667,235.45,Utilities,2025-08-03
306,143.96,Groceries,2025-07-05
465,86.07,Transport,2024-08-13
825,186.95,Shopping,2025-03-07
580,179.23,Entertainment,2025-08-01
682,134.26,Shopping,2025-02-15
240,88.88,Restaurants,2024-10-05
683,196.63,Entertainment,2025-06-07
587,168.76,Entertainment,2025-06-09
387,130.88,Transport,2025-06-21
108,83.31,Shopping,2024-11-02
198,206.06,Restaurants,2025-03-18
466,26.3,Entertainment,2024-11-08
436,207.45,Groceries,2025-05-04
95,17.42,Transport,2024-08-27
488,55.27,Groceries,2024-12-20
379,169.85,Utilities,2025-04-22
603,140.62,Healthcare,2025-02-06
405,218.26,Shopping,2025-05-02
511,159.84,Utilities,2024-12-06
706,232.9,Utilities,2024-10-19
750,243.37,Healthcare,2024-08-30
167,37.8,Transport,2025-02-18
497,178.37,Transport,2025-07-11
992,176.72,Healthcare,2025-07-24
542,31.28,Transport,2025-03-14
467,119.39,Entertainment,2024-09-09
161,236.13,Restaurants,2024-11-14
944,238.05,Shopping,2025-05-22
873,103.34,Groceries,2024-10-30
379,143.8,Groceries,2024-12-22
536,40.02,Restaurants,2025-05-27
313,247.77,Restaurants,2025-06-14
302,122.51,Healthcare,2024-11-18
147,37.25,Shopping,2024-12-17
432,14.07,Restaurants,2025-04-11
911,72.3,Transport,2025-03-09
839,185.44,Groceries,2025-02-17
126,137.79,Groceries,2025-06-04
892,13.08,Utilities,2024-10-04
587,78.81,Utilities,2024-09-03
922,85.78,Utilities,2025-08-01
487,208.95,Healthcare,2025-06-13
621,34.94,Transport,2025-04-06
517,159.84,Healthcare,2025-08-03
461,167.47,Transport,2025-06-28
888,182.51,Groceries,2024-08-08
820,156.94,Shopping,2025-01-15
420,98.03,Utilities,2024-08-08
348,136.17,Entertainment,2024-09-13
912,111.89,Restaurants,2025-06-06
662,23.96,Transport,2025-04-05
725,8.15,Entertainment,2024-11-19
816,193.36,Restaurants,2024-10-26
575,162,Entertainment,2024-10-30
573,23.12,Shopping,2025-06-23
555,145.06,Groceries,2025-06-12
981,143.42,Transport,2025-04-06
769,120.01,Groceries,2024-08-04
124,165.25,Shopping,2024-10-22
185,240.67,Restaurants,2025-06-24
806,53.04,Healthcare,2025-05-05
723,210.05,Shopping,2025-01-15
455,22.99,Shopping,2025-06-28
622,81.47,Shopping,2024-10-09
47,123.89,Groceries,2025-07-01
349,110.38,Utilities,2025-05-20
25,215.19,Restaurants,2025-01-06
392,65.78,Groceries,2025-06-30
102,136.36,Restaurants,2024-08-20
148,47.3,Healthcare,2025-05-21
92,40.25,Utilities,2024-09-19
695,43.96,Shopping,2024-10-11
985,82.67,Groceries,2024-11-30
731,16.51,Utilities,2024-10-22
102,81.37,Utilities,2025-03-14
915,82.41,Utilities,2025-01-23
965,207.28,Groceries,2024-11-23
54,52.23,Healthcare,2024-09-13
612,147.34,Utilities,2025-05-03
521,188.59,Utilities,2025-06-16
973,30.54,Groceries,2025-01-29
326,117.28,Utilities,2024-08-15
68,122.07,Utilities,2025-03-05
649,59.97,Groceries,2025-03-07
276,139.41,Shopping,2025-07-13
692,27.17,Healthcare,2024-09-10
569,163.58,Transport,2025-07-26
312,142.92,Utilities,2024-08-15
86,211.88,Shopping,2024-08-07
209,196.15,Transport,2024-10-02
383,136.03,Transport,2025-07-20
801,62.8,Utilities,2024-12-28
985,228.05,Utilities,2024-10-30
43,2.25,Utilities,2025-07-08
985,207.68,Restaurants,2025-04-19
669,243.08,Groceries,2024-10-05
62,233.51,Utilities,2024-08-31
280,150.27,Healthcare,2024-12-14
697,96.28,Restaurants,2025-07-10
863,158.79,Shopping,2025-01-30
861,128.56,Groceries,2024-12-18
166,185.32,Shopping,2025-04-22
72,76.56,Utilities,2025-01-12
716,32.5,Transport,2025-07-10
743,140.01,Restaurants,2025-04-11
900,109.13,Shopping,2025-04-02
517,239.44,Restaurants,2024-09-03
906,171.16,Restaurants,2024-08-11
651,66.82,Healthcare,2025-02-17
725,114.27,Transport,2025-02-25
679,245.79,Restaurants,2024-11-22
216,116.03,Shopping,2025-01-02
337,5.94,Entertainment,2025-06-05
137,162.32,Groceries,2025-06-04
624,120.18,Groceries,2024-12-03
689,45.04,Shopping,2024-12-09
917,174.73,Utilities,2025-05-30
781,99.41,Groceries,2024-09-12
807,219.43,Entertainment,2024-10-23
80,135.59,Healthcare,2025-05-27
836,168.56,Entertainment,2025-07-16
127,89.54,Healthcare,2025-01-23
386,207.21,Restaurants,2024-12-04
397,45.94,Healthcare,2024-11-27
832,174.86,Groceries,2025-03-04
128,116.75,Transport,2025-07-01
456,4.32,Entertainment,2025-04-24
21,190.09,Entertainment,2024-11-13
944,177.88,Transport,2024-11-18
93,204.44,Entertainment,2025-02-08
311,202.49,Transport,2025-02-13
240,245.07,Restaurants,2025-03-07
38,71.63,Entertainment,2025-01-10
724,152.29,Groceries,2024-09-24
201,246.1,Entertainment,2024-09-14
406,29.51,Restaurants,2024-12-20
583,126.08,Transport,2025-03-08
566,50.06,Entertainment,2024-11-19
580,168.7,Shopping,2025-06-01
579,45.53,Shopping,2024-08-17
132,187,Transport,2024-12-13
266,233.52,Healthcare,2025-08-03
234,220.49,Entertainment,2024-12-02
802,70.03,Healthcare,2025-07-14
695,7.73,Entertainment,2024-10-09
695,134.17,Restaurants,2024-11-04
698,140.91,Utilities,2025-02-08
3,234.6,Entertainment,2025-02-26
690,235.88,Groceries,2024-09-14
875,234.81,Utilities,2024-09-07
865,248.79,Restaurants,2024-09-29
125,170.68,Utilities,2024-08-05
508,91.65,Healthcare,2025-05-20
45,221.18,Transport,2024-08-16
49,70.93,Utilities,2025-05-11
546,113.32,Groceries,2024-10-24
402,50.26,Groceries,2024-12-11
902,143.81,Groceries,2025-01-12
756,57.96,Entertainment,2025-06-23
434,239.53,Transport,2024-10-02
202,42.79,Restaurants,2025-06-13
65,157.25,Groceries,2024-12-22
29,121.03,Healthcare,2024-08-05
25,148.95,Entertainment,2025-05-01
958,84.91,Restaurants,2024-12-28
254,28.74,Transport,2025-04-28
982,86.52,Groceries,2025-02-06
842,84.73,Healthcare,2024-09-24
243,236,Healthcare,2024-08-28
615,155.65,Healthcare,2024-11-10
98,157.09,Shopping,2024-12-27
128,23.21,Groceries,2025-01-22
939,10.27,Restaurants,2025-06-02
912,212.23,Groceries,2025-01-21
802,33.63,Healthcare,2025-03-29
453,15.59,Shopping,2025-03-14
642,109.1,Groceries,2025-07-02
694,15.84,Groceries,2025-01-17
302,212.78,Utilities,2024-12-20
99,155.09,Utilities,2025-04-11
239,216.42,Healthcare,2025-04-29
676,156.75,Utilities,2024-09-13
394,117.12,Utilities,2025-04-01
902,155.81,Groceries,2025-02-22
348,163.43,Entertainment,2024-09-14
802,8.44,Shopping,2025-04-20
337,147.78,Groceries,2024-08-12
106,5.05,Entertainment,2025-02-06
70,149.04,Healthcare,2025-07-02
199,226.28,Transport,2025-01-03
653,128.21,Restaurants,2025-04-30
432,121.39,Shopping,2024-12-10
456,48.11,Transport,2025-06-18
817,12.93,Transport,2025-02-09
320,146.96,Shopping,2025-01-14
983,163.62,Restaurants,2025-07-30
319,146.75,Shopping,2025-04-05
795,38.11,Utilities,2025-03-20
317,151.63,Restaurants,2024-09-15
378,242.63,Shopping,2025-02-25
601,165.1,Transport,2025-02-17
59,60.87,Healthcare,2025-07-22
856,140.74,Groceries,2025-01-28
433,87.27,Transport,2024-11-06
656,227.31,Healthcare,2024-09-17
71,86.7,Entertainment,2025-02-07
488,174.31,Utilities,2024-08-11
615,173.72,Healthcare,2024-10-22
593,142.39,Restaurants,2024-09-14
631,76.31,Restaurants,2025-04-25
167,28,Healthcare,2024-10-31
933,12.46,Transport,2024-08-30
943,2.92,Transport,2024-12-08
710,59.11,Shopping,2025-06-20
219,61.28,Entertainment,2025-03-15
787,238.24,Restaurants,2025-03-31
827,185.54,Transport,2025-06-22
410,47.69,Groceries,2025-04-09
372,4.45,Restaurants,2025-04-23
31,139.56,Transport,2024-11-01
298,111.22,Entertainment,2024-12-10
600,228.35,Restaurants,2025-07-27
45,243.88,Transport,2025-02-09
203,72.46,Transport,2025-05-23
907,66.98,Transport,2025-06-23
348,212.19,Transport,2025-02-25
183,50.6,Transport,2025-03-17
864,66.92,Groceries,2025-04-09
22,208.2,Transport,2025-06-29
389,164.41,Groceries,2024-11-03
347,234.16,Restaurants,2025-04-29
468,61.56,Healthcare,2024-09-08
382,165.91,Shopping,2025-07-05
819,249.43,Utilities,2024-12-06
900,178.31,Groceries,2025-07-23
148,220.92,Transport,2025-05-05
814,49.03,Shopping,2024-09-07
388,174.2,Restaurants,2025-03-18
614,108.53,Entertainment,2025-02-04
251,230.41,Healthcare,2025-04-09
631,147.66,Healthcare,2025-05-23
549,74.96,Transport,2025-05-21
336,63.3,Entertainment,2025-06-29
815,71.46,Transport,2024-10-28
872,128.05,Shopping,2024-12-15
908,123.27,Entertainment,2024-12-09
84,196.6,Healthcare,2025-05-14
680,154.49,Transport,2024-10-03
521,98.25,Entertainment,2025-04-03
770,128.27,Utilities,2025-06-06
532,117.14,Restaurants,2025-05-22
730,94.72,Entertainment,2024-08-24
495,179.48,Utilities,2024-08-06
486,68.55,Utilities,2025-02-14
654,230.45,Shopping,2025-02-21
666,11.08,Transport,2025-07-19
917,52.34,Healthcare,2025-03-06
241,100.18,Restaurants,2025-03-25
436,222.4,Shopping,2025-02-05
161,234,Restaurants,2024-10-09
261,138.54,Transport,2024-10-02
770,22.84,Utilities,2025-03-26
532,89.19,Shopping,2025-05-07
43,117.38,Shopping,2025-06-02
345,107.67,Utilities,2025-07-14
443,103.42,Healthcare,2025-02-24
510,80.62,Utilities,2024-09-17
26,46.53,Transport,2025-02-06
272,162.05,Restaurants,2024-11-22
924,22.44,Healthcare,2025-02-07
514,129.17,Entertainment,2025-02-18
81,196.9,Transport,2024-11-15
101,31.41,Restaurants,2024-11-24
40,137.41,Restaurants,2025-06-28
202,169.43,Restaurants,2024-11-30
310,186.81,Healthcare,2024-09-05
700,211.67,Transport,2024-09-26
723,151.8,Transport,2025-07-18
876,188.59,Entertainment,2024-09-24
557,228.27,Groceries,2025-06-13
789,76.27,Healthcare,2025-01-11
355,196.22,Utilities,2025-03-29
969,102.63,Shopping,2025-02-01
776,164.52,Utilities,2024-12-31
670,129.14,Healthcare,2024-10-04
975,39.02,Utilities,2024-12-23
234,58.28,Entertainment,2025-07-25
215,119.66,Shopping,2024-09-27
602,196.92,Healthcare,2025-06-29
480,181.18,Utilities,2025-02-19
349,198.39,Restaurants,2024-09-17
867,48.59,Healthcare,2024-08-25
965,175.09,Transport,2025-05-06
450,113.59,Shopping,2025-07-26
31,94.93,Shopping,2024-08-11
895,33.83,Entertainment,2025-04-03
10,125.95,Entertainment,2024-09-13
855,89.96,Transport,2024-09-19
430,107.58,Healthcare,2025-02-05
414,191.18,Entertainment,2024-10-08
551,76.31,Shopping,2025-02-10
24,142.76,Groceries,2025-06-12
945,36.51,Restaurants,2025-04-03
582,158.2,Shopping,2024-12-24
936,152.74,Healthcare,2025-01-29
401,245.08,Transport,2025-03-24
972,98.88,Shopping,2025-02-18
396,48.71,Groceries,2024-08-22
337,143.24,Utilities,2025-04-17
655,223.9,Groceries,2024-08-26
176,27.87,Shopping,2025-05-23
182,9.95,Entertainment,2025-08-01
618,123.18,Transport,2025-04-25
204,19.23,Utilities,2025-07-23
291,53.06,Restaurants,2025-04-17
676,132.05,Utilities,2025-07-07
59,93.43,Groceries,2024-12-12
176,83.04,Utilities,2025-05-29
401,40.94,Groceries,2025-03-16
133,135.04,Utilities,2024-11-22
761,19.05,Healthcare,2025-02-17
212,34.22,Transport,2025-06-15
318,109.19,Entertainment,2025-03-14
681,119.75,Shopping,2024-11-07
589,234.91,Shopping,2025-05-08
208,126.61,Entertainment,2024-12-27
470,70.31,Groceries,2024-11-18
147,112.54,Healthcare,2024-08-12
409,152,Transport,2024-11-14
539,83.57,Shopping,2024-10-01
901,123.76,Utilities,2025-04-23
590,11.69,Groceries,2025-06-30
295,162.28,Utilities,2025-01-26
356,175.68,Entertainment,2025-01-29
812,75.77,Shopping,2025-02-23
844,202.88,Transport,2025-01-26
426,63.79,Shopping,2025-06-02
751,109.16,Utilities,2024-08-06
933,165.45,Entertainment,2025-03-01
583,25.69,Entertainment,2025-04-09
969,12.83,Healthcare,2025-01-21
162,69.9,Entertainment,2025-07-26
551,74.39,Groceries,2024-09-01
715,182.18,Transport,2024-11-26
931,124.38,Healthcare,2025-03-05
567,32.07,Restaurants,2024-08-09
79,189.34,Shopping,2024-11-22
785,195.32,Utilities,2025-07-19
462,42.88,Transport,2025-02-18
519,13.07,Groceries,2025-05-02
75,160.44,Entertainment,2025-05-25
768,116.55,Restaurants,2024-09-24
764,101.04,Transport,2024-11-25
407,11.37,Restaurants,2025-05-23
118,177.86,Transport,2024-12-31
335,168.23,Utilities,2025-05-21
497,116.42,Groceries,2025-04-27
562,164.94,Entertainment,2024-12-17
